WardName,OldCode,Wardcode,Pop2015,Aged0_15,Aged16_64,Aged65plus,Pct0_15,Pct16_64,Pct65plus,MeanAge13,MedAge13,AreaSqKM,PopDenKm13,PctBame11,PctNBnUK11,PctNoEng11,GenFtRt13,MaleLE0913,FemLE0913,PctYr1Obes,PctYr6Obes,RtAmbulanc,RtAmbAlco,RoadKilled,InEmp2011,EmpRt2011,NoJobs2013,EmpWkAge13,RtNINo1112,MedHouPr14,NPropSld13,MedHHIncom,NumHHSpace,PctDetach,PctSemi,PctTerrace,PctFlat,PctOwned11,PctSocRen11,PctPRent11,PctCTaxAB,PctCTaxCDE,PctCTaxFGH,IncapBen2014,InSupp2014,EmpSup2014,JSA2014,PctDepChild,PctHHNoEmp,PctLonePar,IDRankLond,ID50pctNat,AvgGCSE2013,UnauthAbs13,PctNoQl11,PctLev4Q11,ALevSt1213,ALevEn1213,CriRt1314,ViolRt1314,RobRt1314,Theft1314,CriDam1314,DrugRt1314,Arson14,PctOpSpace,CarPerHH11,PTAL14,PctBike11,Turnout12,Candidate,InnerOuter,x,y
Ealing - East Acton,00AJGH,E05000175,19800,3950,14200,1700,19.83725867,71.64661882,8.516122511,33.5,31,4.3,4523.3,50.1,54.4,22.4,64.04040404,79.10015038,85.63554406,11.4490161,23.6673774,115.1570787,0.736687013,11,9269,68.30508475,18900,1.364620939,93.11740891,372000,286,28096,7358,3.5,20.1,16.2,59.9,36,22.1,34.1,9.936516699,78.09826111,11.96522219,0.713572142,2.140716426,4.816611959,5.366701121,26.66666667,7.685774947,53.43065693,241,100,330.0402597,1.270699058,15,38.3,643.4891892,203.4216216,107.549121,18.76938987,3.360910031,53.7745605,8.117890383,4.756980352,0.407996736,19.61137102,0.670912951,3.976615234,4.896142433,31.07899807,Ken,Outer,520777.8163,181730.7998
Ealing - Elthorne,00AJGJ,E05000176,15100,3150,10350,1600,21.00662252,68.54304636,10.45033113,35.5,35,2,7450,34.9,40.6,16.9,75.83333333,78.52716094,83.49593495,10.03236246,22.02970297,116.0304297,0.938726745,5,7500,73.08516858,3900,0.380487805,40.625,407500,285,33875,6252,2.5,15.9,29.5,52,48.2,20.2,27.8,9.819967267,83.61702128,6.563011457,1.07045543,1.9462826,4.914363566,4.431062497,17.97101449,4.781601588,43.73716632,258,75,338.6129252,0.969138495,15.1,40.6,700.9825581,212.2616279,75.11452439,20.14281865,1.818916734,32.60576664,7.814605228,3.03152789,0.342676993,34.17666551,0.785572469,3.820471872,3.97324941,35.80832017,Ken,Outer,515730.0079,179774.8762
Ealing - Greenford Broadway,00AJGK,E05000177,17750,4400,11300,2050,24.74784471,63.72908097,11.52307432,34.3,33,2.5,7120,57.3,48.6,22.2,75,77.91672967,82.29253662,14.60674157,23.76395534,134.6725773,0.78705728,7,7668,66.40110842,4800,0.421052632,45.67307692,245000,156,25189,6532,5,22.1,20.9,51.6,47.6,23.4,24.5,15.78703704,83.33333333,0.87962963,1.144668486,2.685568372,5.062956767,5.265375212,23.03030303,8.498896247,53.24137931,193,100,335.8937173,0.990288316,21.9,25.8,653.2902256,204.0368421,84.0345626,22.64641102,3.840289151,29.81871576,8.810075112,6.21223245,0.280567869,26.15832503,0.924471775,3.394188166,1.68281489,32.61889431,Ken,Outer,513625.9446,182755.0707
Ealing - Greenford Green,00AJGL,E05000178,14500,3100,9600,1800,21.2142118,66.21593653,12.56985167,36,34,3.4,4264.7,49,50.1,21.9,80.64516129,81.54828822,84.27181092,9.337860781,22.88329519,112.5827815,0.73878628,4,7003,72.64522822,8800,0.916666667,57.22891566,300000,138,30244,5138,4.8,39.1,26.7,29.4,63.1,9.7,25.1,5.98123534,93.35418296,0.664581704,0.781331389,1.250130222,3.698301906,3.356985816,12.95774648,4.185022026,40.46920821,393,62.5,369.797973,0.709677419,17.8,30.2,725.7452174,216.3382609,76.14178125,14.37158848,1.520071858,33.99433428,6.149381607,2.763767014,0.068273367,22.55642081,1.100320384,2.618624911,1.520435207,33.28764235,Ken,Outer,514618.7391,183895.1487
Ealing - Hanger Hill,00AJGM,E05000179,15750,3000,10550,2200,19.10390848,66.9399428,13.95614871,37.4,35,3.3,4787.9,43.1,53.1,23.8,56.75675676,82.22743176,87.76985528,8.651399491,17.27941176,87.79402416,0.326850793,4,7640,71.91942013,9400,0.890995261,52.79187817,520000,220,49313,6334,11.4,20.7,19.7,48.2,54.2,4.7,38.1,4.667297383,57.44244718,37.89025544,0.522019742,1.091495824,2.277904328,2.852074012,9.852941176,3.474714519,46.05263158,495,44.44444444,370.1936508,0.994810544,9.2,50.8,774.9518868,217.2792453,64.49971376,10.49551555,1.272183703,31.7409834,4.770688887,1.908275555,0.317863954,26.70394545,1.025122349,3.670560966,2.26869455,36.13122668,Boris,Outer,518514.7937,182191.5258
Ealing - Hobbayne,00AJGN,E05000180,14300,3250,9350,1750,22.53511285,65.36929635,12.0955908,36,35,2.2,6522.7,37.7,40.7,17.2,73.125,78.422446,84.59150415,9.856630824,20.91097308,105.6249123,0.439209423,1,6644,70.59073523,1500,0.160427807,29.21348315,385000,152,30702,5410,4.8,26,33,36.2,54,25.2,19,3.978001833,90.41246563,5.609532539,0.90734415,2.561912895,5.177198975,4.291916386,19.74025974,5.976924532,44.35946463,331,66.66666667,354.8213115,0.893764761,18.2,33.3,746.5432624,213.4475177,48.34534387,12.66354159,1.95900091,14.97236409,5.03743091,3.288322955,0.280544256,36.08268324,0.909400416,3.109289379,3.23434284,40.51676745,Ken,Outer,515221.9698,181355.9699
Ealing - Lady Margaret,00AJGP,E05000181,14100,2750,9600,1700,19.68889836,68.13694154,12.1741601,36.3,34,1.5,9433.3,83.5,55.9,25.2,78.68852459,78.06084169,83.90845279,11.94029851,21.19341564,112.9992738,0.551330798,1,6368,66.57605855,1100,0.114583333,60,282500,60,26454,4082,6.7,26.4,54.8,12.2,69.4,7.3,21.3,6.35345667,93.35443038,0.29211295,1.041883726,1.458637216,3.959158158,4.235852688,17.31343284,4.692230071,47.9638009,350,75,358.3174603,0.814798851,19.8,25.4,658.1791667,208.1513889,42.97014181,14.5371624,1.8527756,12.2568232,4.275636001,2.636642201,0.363108206,19.38676348,1.277749748,3.032537461,1.032198429,35.53770731,Ken,Outer,513139.1326,181717.1621
Ealing - Northfield,00AJGQ,E05000182,13700,2700,9400,1600,19.61414791,68.72990354,11.65594855,36.5,36,1.5,9133.3,23.2,36.2,11.1,64.0625,81.76349178,86.06334304,5.743243243,13.52941176,96.00654421,0.49894454,1,7455,78.61436254,2200,0.232804233,35.91160221,630000,177,53809,5391,2.9,17.8,45.3,34,66.3,6.7,25.6,2.910149145,82.4117861,14.67806475,0.477859191,0.743336519,2.07072316,1.980515857,6.271186441,1.731354642,31.40096618,540,12.5,384.5414634,0.323146223,8.7,54.8,846.9841379,230.542069,39.67498719,8.271722421,1.317619501,16.32384159,4.684869336,1.098016251,0.148732059,25.61689298,0.919901065,3.370011785,4.646888947,45.0666368,Boris,Outer,517044.0933,179072.1352
Ealing - North Greenford,00AJGR,E05000183,14900,3050,9900,1900,20.52815482,66.56363392,12.90821126,36.3,34,3.2,4656.3,56.4,51.4,22.1,69.6875,81.4209186,87.05965472,9.201388889,23.99193548,80.80536913,0.308853809,0,7263,72.27584834,2100,0.21,60.4519774,345000,121,30505,4972,4.4,35,40.2,20.2,66.5,8.3,22.9,7.636216326,91.91816893,0.445614746,0.704225352,1.358148893,2.816901408,2.705330096,11.26760563,4.111842105,42.45283019,436,25,358.9875862,0.937667699,16.9,30.1,706.3293578,213.7284404,53.25523463,12.65737561,2.221773379,19.86130748,4.308893826,3.164343904,0.268456376,53.26088133,1.166940789,2.590912822,1.184866029,33.87163135,Ken,Outer,515685.305,184825.5536
Ealing - Northolt Mandeville,00AJGS,E05000184,15350,3600,9900,1850,23.39162208,64.47866371,12.12971421,35,34,2.8,5482.1,51.7,44.1,19.5,75.36231884,81.58192425,83.96227705,12.21590909,23.83512545,109.4928143,0.66068101,4,6724,67.26690676,4100,0.414141414,39.53488372,300000,122,26236,5708,3.7,29.6,25.3,40.8,53.3,24.2,19.4,14.43227265,84.97652582,0.59120153,0.960566229,2.932254803,5.005055612,5.414558785,22.97619048,8.580147191,51.28205128,226,88.88888889,340.3417112,1.037414966,21.5,25.7,681.6764286,209.9285714,57.8458317,13.67622039,2.617458448,19.04201021,6.54364612,4.711425206,0.644454469,34.49758828,0.947406211,3.189994328,0.989090909,33.59658485,Ken,Outer,513004.5849,184544.5723
Ealing - Northolt West End,00AJGT,E05000185,15200,3950,9700,1550,26.00578491,63.77859585,10.21561925,33.7,32,3.5,4371.4,55.1,41.5,18.6,78.55072464,78.0166164,82.98039222,15.11169514,20,111.009653,0.217627856,3,6057,61.91985279,1600,0.164948454,31.70731707,220000,115,23060,5718,3,26.4,17.4,53.1,43,34.5,19.2,29.5371179,70.18340611,0.279475983,1.653234139,4.184748915,5.889646621,8.171155476,26.26373626,10.56563501,54.9744898,112,100,346.2837079,1.056148492,25.1,21.7,685.0938931,211.4755725,72.55832345,18.91393173,1.449848425,25.10873863,6.787926717,7.776459734,0.521784503,56.34994723,0.905905372,2.544644519,1.14738203,31.60638298,Ken,Outer,511474.903,183374.7599
Ealing - Norwood Green,00AJGU,E05000186,14200,2950,9650,1600,20.78908503,67.85990576,11.35100921,35.7,33,3.8,3750,78,50.7,25.6,67.93650794,77.94671539,81.33272727,13.2231405,22.50996016,169.6738131,0.668275478,2,5521,57.25990458,10200,1.056994819,51.17647059,270000,70,24070,4336,10.8,26.4,19.7,42.2,42.6,34.7,17.7,25.76202303,60.6231655,13.61481147,1.910564908,2.633481359,6.919343179,6.778615678,25.57142857,8.748801534,54.0942928,65,100,337.0587209,1.13943662,21.8,26.7,684.2711268,210.8626761,92.76751727,31.22797124,2.749189342,24.3902439,9.44593261,12.19512195,0.566051086,54.54545796,1.063279003,2.325638174,1.664600673,35.64930635,Ken,Outer,513863.7873,179405.0576
Ealing - Perivale,00AJGW,E05000187,15450,3200,10350,1950,20.61562338,66.83911019,12.54526643,36.2,34,3.4,4573.5,54.6,55.4,26.7,70.74626866,82.86022015,84.86615218,9.824561404,23.79958246,90.43679046,0.649034561,4,7544,71.37855994,6300,0.602870813,64.21052632,353000,133,30171,5447,3.9,33.3,39.1,23.7,62.3,8.5,27,4.776951673,94.70260223,0.520446097,0.965530559,1.496572367,3.331080429,3.706536611,13.69863014,4.232505643,42.20963173,408,44.44444444,356.8067797,0.848001998,17.4,30.8,745.8834783,215.5973913,77.91871602,11.97256019,1.617913539,40.1889723,4.789024075,5.047890241,0.256558271,38.28602608,1.089164786,2.307623984,2.528199144,34.29158111,Ken,Outer,516379.5964,183193.1886
Ealing - South Acton,00AJGX,E05000188,16200,3350,11100,1750,20.64344819,68.58095591,10.7755959,35.1,33,1.7,9205.9,43.5,50.5,23.4,67.94871795,77.84346297,80.38089004,12.24489796,27.29591837,162.4040067,1.3136289,6,6938,68.13316311,7100,0.666666667,65.19607843,435000,246,28725,6227,3.7,14.9,8.2,73.2,32.8,33.9,29.2,32.28396033,48.84306627,18.8729734,1.104260606,2.392564645,5.567313886,5.624741189,24.86486486,6.538013642,54.65116279,246,88.88888889,344.1708029,0.958318099,16.2,39.4,716.8614286,214.4085714,87.01232033,25.474846,1.925051335,27.97741273,11.10112936,7.95687885,0.267111853,17.48681343,0.662618533,4.576727328,4.302440401,35.48170527,Boris,Outer,519647.0805,180041.082
Ealing - Southall Broadway,00AJGY,E05000189,16200,3700,10900,1600,22.71716298,67.29890028,9.983936735,34.2,31,1.6,9343.8,93.7,64.1,36,100.6451613,78.82616299,83.36078931,15.91289782,23.6,155.5890156,1.540413193,6,5425,59.0508327,4300,0.43,132.0224719,250000,30,21534,3926,8.8,21,45.4,24.8,54.6,16.4,24.9,20.07782101,79.37743191,0.544747082,1.388356951,1.962849483,5.409804673,5.881006363,18.15789474,6.694329184,55.94713656,181,100,338.273125,1.127597254,23.8,21.9,649.480315,203.696063,98.98048748,29.97771926,5.806495173,36.25683614,9.384916616,7.561947201,0.430200043,14.12574065,0.900968188,3.248759423,1.033919826,40.97384648,Ken,Outer,512288.168,180169.596
Ealing - Southall Green,00AJGZ,E05000190,15200,3600,10250,1350,23.80827142,67.27595503,8.915773555,33.2,31,1.6,9406.3,91.4,63.3,36.7,115.625,76.49664221,84.08615025,14.69740634,24.40366972,129.5401097,0.992635287,1,6042,59.65050844,3300,0.326732673,123.4285714,235000,164,20398,4345,8.8,23.1,40.5,27.6,51.4,13.6,31.5,23.65465606,76.27515208,0.070191858,1.422544884,2.10929069,5.150593545,6.924303021,20,9.064184223,61.62790698,173,100,340.6661376,1.105185185,23.6,21.6,663.0793893,203.5725191,82.51024659,27.07787408,3.561109991,21.03070617,7.861318283,14.0428677,0.587927881,16.29751949,0.911317981,3.037982736,1.256322402,35.85183626,Ken,Outer,511852.5339,179129.8489
Ealing - Southfield,00AJHA,E05000191,13600,2500,9500,1550,18.55996466,69.89619377,11.54384157,36.9,36,1.4,9714.3,20.8,36.2,10.7,77.87878788,80.2610232,85.7272126,7.142857143,16.16766467,72.57109005,0.581941055,7,7601,77.58497499,4800,0.502617801,31.77083333,794975,264,56217,6207,3,12.3,33.6,51.1,57.1,9.8,31.3,4.618376276,54.72370766,40.65791606,0.577609746,1.050199538,3.098088637,2.114987147,11.45454545,2.390974912,42.41245136,485,25,353.1963636,0.99092219,9,57.8,715.1522727,220.7954545,64.37103672,8.553310721,3.465565551,34.95059726,4.350390798,1.917121369,0.148104265,14.27830618,0.838693383,3.081615531,6.239568622,42.40587481,Boris,Outer,520762.7692,179336.0165
Ealing - Walpole,00AJHB,E05000192,13500,2600,9400,1550,19.05501331,69.41733215,11.52765454,36.6,35,1.5,9033.3,27.1,38,14.1,68.78787879,79.94136518,83.80896231,7.83847981,15.59322034,101.6135084,1.034028953,2,7364,77.27177335,7800,0.829787234,40.64171123,612500,187,50364,5656,4.4,19.6,31.3,44.6,56.7,12,28.8,7.159353349,72.28637413,20.55427252,0.586478993,1.172957987,2.825762423,2.759111625,9.464285714,2.679059595,45.08928571,423,37.5,372.3714286,0.464608696,10.2,53.7,821.4079646,224.9876106,70.08686614,16.55653723,2.227336848,32.6676071,5.568342119,3.489494395,0.300187617,20.12413056,0.846364133,3.820801654,5.130249867,43.78698225,Boris,Outer,516997.4909,180007.3084
Enfield - Bowes,00AKGL,E05000193,14550,2650,10250,1650,18.21364822,70.44487162,11.34148016,36.2,34,1.5,9733.3,38.6,47.5,23.3,67.42857143,83.01229707,85.0846163,11.39534884,20.18927445,81.90312107,0.208147487,6,7292,71.89194518,1400,0.137254902,64.64088398,320000,153,30685,5598,3.4,14.8,36.4,45.5,55.2,10.7,32.1,7.170650361,88.03038725,4.798962387,1.025490771,2.343978904,4.150795976,4.475695247,21.52542373,5.084437988,41.10169492,279,75,343.0201681,1.149479167,16.7,36.3,652.1594937,202.9594937,48.91789763,9.549982824,2.198557197,17.31363793,4.259704569,3.572655445,0.463852627,15.26587014,0.833484656,3.886243538,2.072957329,31.93957704,Ken,Outer,531003.049,191970.7605
Enfield - Bush Hill Park,00AKGM,E05000194,14150,2500,9050,2600,17.62419617,63.9672108,18.40859303,40.6,40,2.5,5720,26.8,25.7,7.7,55.55555556,81.74361695,84.07206609,10.23809524,23.21899736,128.5633644,0.284401663,0,6585,73.02062542,2200,0.241758242,12.29946524,361100,201,41272,5609,5,32.6,34.3,28,78.5,5.2,15.1,3.956834532,78.63309353,17.41007194,1.046716615,1.652710445,2.974878801,2.694310101,11.63934426,3.422401171,40.11461318,504,33.33333333,371.5748387,0.879727216,20.4,32.6,683.9774436,208.9947368,50.7713885,8.064516129,1.893408135,23.21178121,3.646563815,2.033660589,0.564493367,29.58845578,1.250549048,2.737835199,1.596134134,36.73447069,Boris,Outer,533077.3827,194682.2601
Enfield - Chase,00AKGN,E05000195,14000,3150,8950,1950,22.32538209,63.76231967,13.91229824,36.9,36,16.9,834.3,23.4,21,7,66.8852459,77.34700291,81.449849,10.8348135,22.95454545,110.9801032,0.242825607,7,6180,69.5397772,4200,0.469273743,10.38251366,324000,159,29980,5744,9.2,19.8,33.4,37.1,60.4,21.3,15.7,23.56020942,67.92321117,8.516579407,1.67879127,3.301622832,5.036373811,4.562554993,21.91780822,7.606382979,55.30546624,292,62.5,337.610828,1.37687039,22.4,28.1,664.0584746,209.8432203,56.11122934,13.33617082,1.915301128,16.95396184,5.107469674,4.18528765,0.589535741,81.54167777,1.094148936,1.954321284,1.850399875,35.84372794,Boris,Outer,531307.905,199314.0569
Enfield - Cockfosters,00AKGP,E05000196,14100,2250,9100,2750,16.09382751,64.53121678,19.37495571,40.7,39,10.4,1370.2,26.3,30.5,9.5,54,82.85621925,86.09851923,12.22222222,20.23809524,119.5295795,0.460122699,1,5885,66.94346491,3600,0.397790055,17.14285714,450000,171,45410,5356,21.9,30.1,9.4,38.6,68.7,12,17.4,4.782048924,45.28232481,49.93562626,1.10314396,1.434087148,3.088803089,2.349244724,12.28070175,3.950143816,48.41772152,496,37.5,364.4105263,0.864131245,19,35,755.8633333,227.3633333,44.16315049,6.891701828,1.336146273,19.76090014,3.164556962,1.617440225,0.641482537,68.77319604,1.349376798,2.612969454,0.677966102,33.70873358,Boris,Outer,528062.9034,197406.9502
Enfield - Edmonton Green,00AKGQ,E05000197,18350,4950,11750,1600,27.05561614,64.18756816,8.756815703,32,30,3.1,5951.6,60.6,46.8,21.4,80,79.27966955,84.28001653,19.01840491,30.94233474,163.8914173,1.502267574,4,6144,53.80506174,7500,0.641025641,54.43037975,201000,96,19009,6999,4.8,15.6,20.8,58.7,29.7,43.1,23,35.88243895,64.0152069,0.102354145,1.661271085,4.898619867,8.306355427,15.14107875,33.16239316,14.77025656,58.47723705,14,100,327.5596899,2.109138786,30.5,19.5,619.2372671,196.5801242,110.640608,29.37024973,6.243213898,38.8165038,9.283387622,12.4864278,0.642501472,33.2085494,0.599362226,3.939437924,1.200576277,34.12969283,Ken,Outer,534845.0129,192889.24
Enfield - Enfield Highway,00AKGR,E05000198,16350,4050,10500,1800,24.87151248,64.23764072,10.89084679,33.7,31,4.6,3576.1,42.2,34.3,14.5,67.53246753,81.03550225,84.889102,14.22413793,24.96194825,127.8272997,0.792312879,3,6112,60.13380559,8600,0.826923077,19.79695431,250000,125,22553,5943,4.5,22,38.8,34.6,52.5,24.4,20.7,20.64251538,78.38345865,0.974025974,1.196744854,4.308281474,6.175203447,7.000556711,31.93877551,13.33447157,60.42084168,168,100,338.2641434,1.659386153,30.1,18.6,625.3450331,200.2768212,89.14681575,18.412737,2.369956247,36.03548858,7.17063685,8.385999028,1.03086532,40.58469225,0.960560014,2.527136561,1.678120505,30.01085776,Ken,Outer,536356.7022,197286.8827
Enfield - Enfield Lock,00AKGS,E05000199,17000,4500,11100,1400,26.35476666,65.35794052,8.287292818,32.3,31,3.3,5166.7,45.1,33.8,14,78.7804878,76.65509049,81.62389394,17.1574904,28.01788376,113.1658525,0.406313486,1,6586,62.00338919,4100,0.374429224,22.91666667,216250,177,23607,6422,6.8,20.4,32.6,40.2,49.9,22.7,24.1,15.30516432,81.76838811,2.926447574,1.041666667,4.800724638,5.797101449,7.014049208,35.71428571,13.97628458,61.04347826,199,100,333.8891566,2.241090555,26.5,23.5,632.0314465,202.8100629,66.27462511,17.11261394,2.411055572,19.34725081,8.879741253,5.93942958,0.697836706,39.56478702,0.914466403,2.581623404,1.655480984,29.60261296,Ken,Outer,536776.5169,198996.7764
Enfield - Grange,00AKGT,E05000200,13300,2300,8400,2600,17.31462023,63.10417292,19.58120684,41.3,41,3.3,4015.2,19.6,22.1,6.4,53.33333333,83.51958796,86.61614354,7.951070336,13.23529412,116.7871738,0.51072523,0,6045,74.84214436,5800,0.698795181,12.26993865,395000,230,49126,5396,15.5,32.6,13.5,38.4,77.2,3.4,18,3.543599258,55.82560297,40.63079777,1.741741742,4.024024024,7.687687688,1.859023217,8.518518519,3.273696231,44.25087108,575,12.5,382.1089109,0.858053966,16.1,39.1,759.7168317,224.0712871,62.52835324,10.358385,1.890216241,32.58732799,4.990170876,2.948737336,0.392958189,27.40805744,1.305291207,3.111468395,1.204819277,40.790532,Boris,Outer,532155.2671,195657.3311
Enfield - Haselbury,00AKGU,E05000201,16500,4050,10800,1700,24.50624016,65.33987641,10.15388344,33.9,32,1.8,9277.8,54.3,46,22.1,71.05263158,79.046721,85.41565203,16.12446959,26.07313196,103.6759458,0.542584676,0,6292,59.257864,1900,0.176744186,39.80099502,250000,107,22546,5927,5.9,21.8,40.3,31.9,50.7,19.5,27.5,15.91581145,83.52757001,0.556618542,1.437847866,3.896103896,6.400742115,7.518284351,29.69072165,12.52365388,56.01336303,162,100,329.636036,2.132065814,27.2,21.4,630.3136905,203.8005952,65.18732335,16.05628721,5.592639365,19.48403392,6.554813879,5.352095736,0.475850583,26.96491225,0.848959229,3.030073732,1.060015588,33.33703005,Ken,Outer,533388.2458,193453.1411
Enfield - Highlands,00AKGW,E05000202,13550,2200,8700,2600,16.37759244,64.32947081,19.29293675,41.4,41,5.1,2647.1,20.8,20.9,5.4,62.69230769,82.51820902,87.16432011,8.875739645,18.82716049,163.1491042,0.268948655,1,6120,72.90053603,5300,0.61627907,11.60220994,385000,239,44622,5696,14.5,34,13.4,38,74.2,7.4,17,4.62720447,58.70438275,36.66841278,1.383285303,1.902017291,3.804034582,1.623730882,13.39622642,2.879913059,35.395189,488,50,358.3769231,0.910243902,18.7,35.1,711.6532258,215.7360215,45.25590697,11.62876824,1.259165988,13.55455151,4.444115251,1.703577513,0.303674461,56.36166354,1.248505705,2.707157819,1.237468672,38.36847563,Boris,Outer,530866.5302,197100.2672
Enfield - Jubilee,00AKGX,E05000203,14600,3500,9350,1750,24.06318381,64.07959519,11.85722101,35.4,34,3.9,3782.1,50.9,40.8,16.9,83.22580645,78.79372112,82.42202356,12.96625222,24.08376963,119.5079086,0.333594976,2,5744,62.24534027,2300,0.247311828,29.8245614,250000,125,23500,5420,5.3,19.9,47.2,27.5,57.7,15.5,24.8,14.53023256,84.93023256,0.539534884,1.338043246,3.318347249,6.529651038,6.332595156,27.56097561,9.490827405,52.20700152,205,100,329.7643216,1.528530729,28.5,20.9,604.4085106,201.2737589,60.87607128,14.75989661,3.12882601,19.86124337,6.393687934,5.781526323,0.540759767,60.63431069,0.965743167,2.473449432,1.038297872,31.05102996,Ken,Outer,535689.2975,194687.4273
Enfield - Lower Edmonton,00AKGY,E05000204,16700,4700,10300,1700,28.00766513,61.81208456,10.18025031,32.7,31,2.2,7681.8,58.9,46.1,19.5,98.18181818,79.56464453,82.53919578,14.53089245,29.47658402,117.6539384,0.321130379,4,6057,57.87311294,3000,0.288461538,41.83673469,245000,105,21332,6179,6.9,15.1,44.7,33.3,44.8,27.4,24.4,13.78916449,86.01501305,0.195822454,1.399343756,4.487550666,6.900212314,8.11735736,33.24074074,13.57213276,53.6823425,119,100,326.4782443,2.163450292,28.5,20,616.2243421,202.1730263,55.81284883,16.20947631,2.434390215,17.33760836,6.234413965,5.343783399,0.23390445,40.60504343,0.722970753,3.228453307,1.17970265,32.99731183,Ken,Outer,535430.467,193743.7357
Enfield - Palmers Green,00AKGZ,E05000205,15650,2900,10550,2250,18.54570991,67.24974464,14.20454545,37.5,35,1.9,8263.2,35.4,41.4,18.1,67.82608696,80.88447785,85.69351451,12.20556745,23.65853659,114.7039688,0.465580313,5,7225,70.22744946,3800,0.361904762,34.69387755,353500,179,33767,5898,3.1,19.6,41.4,35.9,63,9,25.4,6.41025641,87.43936244,6.15038115,1.094925259,1.761401504,3.951252023,4.160294529,14.7826087,4.662407184,40.95238095,333,77.77777778,359.4291429,1.041093574,20.6,33.5,695.1210526,220.3859649,68.49489796,11.54336735,2.678571429,30.99489796,4.528061224,3.443877551,0.195185426,15.40733482,1.020203764,2.535936755,1.475964794,33.93494002,Ken,Outer,531671.7275,192853.8007
Enfield - Ponders End,00AKHA,E05000206,17050,4400,11100,1550,25.69852078,65.17961963,9.121859591,32.4,30,3.5,4771.4,54.6,43.5,19,68.5,76.73534171,84.39230481,15.67852437,30.01808318,130.4044188,0.756827904,6,5902,57.97642436,6500,0.607476636,25.96153846,245000,106,21427,5787,5,15.2,34.9,45,45.5,25.6,25.4,23.60063169,75.90805404,0.491314266,1.054852321,3.66905155,5.641166758,8.974546718,27.97979798,12.57042254,54.78723404,127,100,326.2864198,1.582415959,26.9,21,608.568,205.5213333,74.58729967,18.01421858,2.349680684,30.78684179,6.74780094,7.169538499,0.380928195,44.5002053,0.818133803,3.326026914,1.388429752,29.65431541,Ken,Outer,536178.0802,195797.6653
Enfield - Southbury,00AKHB,E05000207,14950,3700,9700,1500,24.71375963,65.10210914,10.18413124,33.9,33,2.9,5172.4,36.2,30.2,12,75.07246377,79.83179136,85.74330802,12.33859397,23.09197652,116.5843426,0.418867237,8,6183,65.0499737,11000,1.139896373,16.39344262,265000,230,25958,5650,3.3,14.1,43.4,39.2,53.5,24,21,16.69049321,81.96926376,1.340243031,1.342004749,3.406627439,5.522865696,5.755977606,26.27906977,10.54156856,56.2992126,222,100,332.015625,1.512873862,24.6,25.4,659.9862319,209.9992754,102.1814775,18.53586724,3.078158458,50.5888651,9.167558887,7.093147752,0.744299344,29.259184,0.913059228,3.066652967,2.030134814,34.0303501,Ken,Outer,534235.122,196689.8609
Enfield - Southgate,00AKHC,E05000208,14800,2850,9900,2050,19.17567568,66.89189189,13.93243243,37.8,36,2.7,5537,31.6,33.2,11.7,62.02898551,80.92547648,84.06058698,9.683794466,16.4893617,107.9417604,0.38787024,3,6886,71.0776218,6100,0.61928934,26.13636364,335000,237,42298,6065,7.2,30.7,13.2,49,61.7,7.4,28.3,2.976883419,69.64909363,27.37402295,0.910746812,1.669702489,2.884031573,3.165474824,14.09090909,5.026231173,43.65904366,513,25,368.7573529,0.812224109,16.1,41.2,758.0560748,218.2224299,63.93277311,12.16806723,1.81512605,27.76470588,5.176470588,3.697478992,0.397088021,27.14909012,1.075647318,3.142023072,0.832862789,33.97783808,Boris,Outer,529995.3198,194715.7687
Enfield - Southgate Green,00AKHD,E05000209,14400,2550,9550,2250,17.89415119,66.40934696,15.69650184,38.9,37,2.6,5538.5,33.2,36.2,14,57.24137931,81.18244326,84.72602691,9.245742092,22.25433526,111.7537846,0.443727309,5,6464,70.39860597,2500,0.264550265,34.80662983,500000,127,42374,5244,5.2,38.1,20.2,36.4,65.3,12,21.4,8.301743745,57.14556482,34.55269143,0.94856661,1.739038786,3.214586847,3.005122908,13,4.443150951,47.6584022,402,33.33333333,368.7910569,0.903057905,16.3,40,772.0270833,227.40625,53.12390925,8.376963351,2.164048866,19.47643979,4.607329843,5.37521815,0.285632676,20.63723877,1.137369034,3.889899695,1.529324425,35.84622489,Boris,Outer,529800.8243,192772.9467
Enfield - Town,00AKHE,E05000210,15150,3000,9750,2400,19.84289392,64.22866196,15.92844412,38.9,39,2.2,6954.5,18,17.1,4.4,70.96774194,82.14399926,85.38929707,12.05673759,20.08733624,120.4795205,0.673967987,4,7349,75.91157938,4200,0.430769231,8.376963351,357500,237,41676,6233,2.7,29.2,36.6,31.5,74.7,6.1,17.3,6.055699482,88.37435233,5.569948187,0.61785604,1.287200082,3.140768201,2.398886845,12.3943662,3.941049843,45.81395349,520,11.11111111,362.5804469,0.703829558,17.4,33,703.28,214.0541667,50.10807624,10.74212353,2.161524858,16.24418681,5.698565534,2.423527871,0.333000333,16.03976446,1.169730088,2.5584276,1.624620262,39.47558584,Boris,Outer,533025.786,197340.3199
