WardName,OldCode,Wardcode,Pop2015,Aged0_15,Aged16_64,Aged65plus,Pct0_15,Pct16_64,Pct65plus,MeanAge13,MedAge13,AreaSqKM,PopDenKm13,PctBame11,PctNBnUK11,PctNoEng11,GenFtRt13,MaleLE0913,FemLE0913,PctYr1Obes,PctYr6Obes,RtAmbulanc,RtAmbAlco,RoadKilled,InEmp2011,EmpRt2011,NoJobs2013,EmpWkAge13,RtNINo1112,MedHouPr14,NPropSld13,MedHHIncom,NumHHSpace,PctDetach,PctSemi,PctTerrace,PctFlat,PctOwned11,PctSocRen11,PctPRent11,PctCTaxAB,PctCTaxCDE,PctCTaxFGH,IncapBen2014,InSupp2014,EmpSup2014,JSA2014,PctDepChild,PctHHNoEmp,PctLonePar,IDRankLond,ID50pctNat,AvgGCSE2013,UnauthAbs13,PctNoQl11,PctLev4Q11,ALevSt1213,ALevEn1213,CriRt1314,ViolRt1314,RobRt1314,Theft1314,CriDam1314,DrugRt1314,Arson14,PctOpSpace,CarPerHH11,PTAL14,PctBike11,Turnout12,Candidate,InnerOuter,x,y
Enfield - Turkey Street,00AKHF,E05000211,14700,3600,9350,1750,24.43885186,63.74642906,11.81471909,34.6,33,2.3,6434.8,37.9,31,14.1,78.20895522,78.1029275,82.27823545,15.23046092,27.08333333,131.1153273,0.422021868,2,5507,60.85755332,2400,0.258064516,17.14285714,250000,107,22680,5467,4.3,26.6,36.1,33.1,52.1,26.3,19.1,17.44830133,81.66543575,0.886262925,1.503436426,4.564003436,6.604381443,6.86756859,33.13953488,13.06306306,60.4494382,141,100,329.7009709,2.011227255,30.2,17.9,625.1727848,199.9088608,80.82859464,16.11156242,2.369347414,28.97373409,7.717303006,6.227998917,0.271039436,30.49642506,0.992867868,2.490118594,1.636428317,29.44724855,Ken,Outer,535227.7888,199039.1923
Enfield - Upper Edmonton,00AKHG,E05000212,18600,4800,12050,1750,25.74012273,64.95317042,9.306706858,32.8,31,2.7,6777.8,58,48.4,22.7,66.04651163,76.12727045,78.59891059,16.81087763,28.5046729,170.4129068,0.579374276,8,6599,58.44995571,8500,0.726495726,40.75829384,250000,90,21391,6318,5.9,16.2,40.4,37.3,44,29.8,24,24.72745292,75.12388503,0.148662042,1.511969761,4.073918522,6.383872323,8.785685816,28.61111111,13.19511411,56.32614808,74,100,327.3966245,2.003893866,28.3,21.5,612.2661765,199.9823529,124.3969298,22.69736842,5.975877193,65.18640351,9.868421053,6.524122807,0.929723817,17.55102794,0.761652202,3.403512614,1.324010711,32.68116734,Ken,Outer,534049.5972,192029.0292
Enfield - Winchmore Hill,00AKHH,E05000213,13700,2550,9050,2100,18.55639977,66.02133255,15.42226768,39.3,39,2.8,4928.6,23.8,27,8.1,58.18181818,81.37683056,82.94440284,8.439897698,19.71830986,102.6281016,0.412863972,1,6715,75.10345599,3700,0.411111111,18.2320442,438000,201,48412,5470,8.7,31,19.9,40.3,69.9,6.4,22.2,4.444854297,54.38952416,41.16562154,0.945284698,1.278914591,2.724644128,2.607710482,8.305084746,2.69209198,35.05154639,491,37.5,374.6683761,0.711769115,15.4,42.9,746.2930435,219.2121739,49.76027895,8.571843673,1.525497603,22.73717856,4.649135551,1.598140346,0.513874615,25.17214279,1.182464012,2.943532078,1.426718547,38.46153846,Boris,Outer,531270.6485,194066.5614
Greenwich - Abbey Wood,00ALGP,E05000214,16200,4300,10250,1650,26.44822257,63.40030912,10.15146832,33.8,33,2.7,5722.2,46.3,32,7.6,86.11111111,75.97979311,82.31073388,15.48974943,29.50310559,116.7950693,0.547757617,1,6347,63.56534802,1800,0.177339901,35.86956522,250000,103,25104,6053,3.1,10.5,48.6,37.5,44.4,38.9,15.2,36.03133159,63.75652742,0.212140992,1.86146762,4.359753111,7.102968551,5.920776348,26.12244898,10.58014755,51.20828539,97,100,352.1237288,1.200871143,25.3,24.2,711.3771654,207.5700787,78.25808517,27.08933718,2.433557477,24.39961575,9.285943004,4.610951009,1.540832049,43.96546853,0.730214621,3.066134612,0.993171943,28.95819796,Ken,Outer,546843.2734,178708.1608
Greenwich - Blackheath Westcombe,00ALGQ,E05000215,13300,2300,8950,2000,17.29566855,67.59322034,15.11111111,39.3,38,2.1,6047.6,16.9,23,5.2,59.03225806,80.68691157,82.50061076,6.692913386,23.29545455,108.7943372,0.517043278,3,6675,75.45783405,2800,0.314606742,21.14285714,420000,291,56066,6380,7.8,13.2,12.8,66.3,49.9,22.4,25.4,12.15266688,67.63015011,20.21718301,1.062877601,1.790109644,3.580219288,2.451443401,11.96078431,2.814814815,43.359375,344,87.5,372.1947368,1.223903819,12.1,57.5,748.6848837,218.8860465,69.8652543,10.82638835,1.479866033,33.33592959,6.776228678,2.025079835,0.230822497,15.43269776,0.826666667,3.425645527,4.837545126,43.81242387,Boris,Outer,540155.2667,177009.3217
Greenwich - Charlton,00ALGR,E05000216,14650,3300,9700,1650,22.64989403,66.18582074,11.16428523,35.2,34,2,7050,36.2,31,9.4,76,76.318141,80.01638065,10.85814361,27.34177215,108.5125025,0.483172276,1,6572,67.7386106,2400,0.248704663,49.70760234,364000,182,30964,5869,3,17.8,31.7,47.5,41.7,41.1,15.9,37.13129951,61.68885892,1.179841564,1.809533657,3.360562506,5.480301934,5.308817815,22.16216216,7.579717721,51.69082126,146,100,353.1234043,1.434559643,20.8,37.2,695.964557,210.8126582,53.82176823,15.63930962,2.042972878,15.56886228,6.340260655,3.240577668,0.741389769,31.54619089,0.705697857,4.02930493,3.090474769,37.02721402,Ken,Outer,541436.6186,177865.1856
Greenwich - Coldharbour and New Eltham,00ALGS,E05000217,13450,2350,8650,2450,17.39583333,64.53869048,18.06547619,40.3,40,2.5,5180,18.3,15.6,3.6,59.61538462,78.36717704,84.04119661,10.54054054,22.66288952,116.342032,0.665595593,0,5957,70.68945058,1500,0.174418605,10.82802548,325000,188,36672,5231,5.4,55.4,14.6,24.6,65.5,23.5,9.8,11.81765945,85.27102088,2.911319671,0.987224158,2.090592334,4.93612079,3.603107393,16.20689655,4.1352657,42.39766082,338,62.5,352.2155738,0.84552139,25.4,23.4,722.3282828,211.369697,49.86574607,12.58151132,1.074031454,14.26927503,5.140007672,3.298810894,0.376024667,20.02845863,1.149565217,2.867917014,1.156163491,33.8242395,Boris,Outer,543265.2487,172526.0076
Greenwich - Eltham North,00ALGT,E05000218,12900,2250,8250,2400,17.5781553,63.88177798,18.54006671,41.2,42,2.6,4788.5,11.3,13.9,3.4,55.31914894,81.11748581,86.56590577,7.969151671,14.36619718,99.55036681,0.450569838,0,6087,75.09252406,3400,0.417177914,9.146341463,343000,165,45608,5249,3.4,34.1,41.7,20.9,73.1,17,8.4,11.12383133,79.41232589,9.463842778,0.853970965,1.463950226,3.232890082,2.714943629,9.090909091,2.665888305,38.36734694,457,25,371.3506667,0.720939597,20,31.8,779.24,213.2411111,59.36474918,14.00112009,0.800064005,26.40211217,4.880390431,3.12024962,0.315532066,24.57786807,1.097489784,2.884989902,2.200255102,43.39981007,Boris,Outer,543290.1691,175324.1261
Greenwich - Eltham South,00ALGU,E05000219,13100,2050,8950,2050,15.82244633,68.52318741,15.65436626,37.9,34,4.6,2717.4,16.8,17.5,4.6,49.85074627,79.81264924,84.76809053,9.915014164,25.36764706,130.2957634,0.849686425,1,5537,64.88925349,5500,0.625,20.85889571,287500,160,35041,5224,7.1,28.6,19.8,44.4,59.8,22.4,15,19.5484369,66.7309919,13.72057121,1.126379815,2.252759631,3.773372381,3.935201288,21.17647059,4.815472666,50,306,75,357.877551,1.205190592,21.5,25.1,724.7486486,206.8878378,75.518145,17.07297705,1.032319543,31.68426904,7.543873581,3.335186215,0.639488409,54.61881967,0.975527926,3.340033238,1.561129626,32.34662211,Boris,Outer,543872.5924,174008.323
Greenwich - Eltham West,00ALGW,E05000220,12500,2700,8350,1450,21.46919811,66.90699351,11.62380838,36.2,35,2.4,4666.7,24.6,21.3,6.4,64.70588235,76.56556809,81.70280733,11.73594132,20.59620596,129.3551128,0.391338377,1,4374,64.00351185,1600,0.210526316,13.33333333,306000,212,27422,3859,3.1,43.9,38.5,14.5,45.3,44.1,8.3,16.65493784,81.06966925,2.275392916,1.374141162,3.060587133,5.309181761,4.653056599,23.16666667,7.285115304,49.50248756,100,100,349.2391892,1.550099141,30.8,21.2,684.6397727,212.1693182,55.88680253,16.90842752,2.224793094,17.08641096,7.030346178,4.271602741,0.188839581,30.49214575,0.919811321,3.05843072,1.526717557,27.77513856,Ken,Outer,541592.1149,175297.6876
Greenwich - Glyndon,00ALGX,E05000221,18500,4350,12750,1400,23.59046435,68.82534191,7.58419374,32.8,32,1.7,10441.2,55,42.2,13.8,89.09090909,75.28213038,78.80322951,13.75321337,24.28298279,113.6291264,0.497925311,0,7961,62.52257913,3500,0.274509804,62.60869565,225000,144,25006,6881,3.4,8.9,36.2,51.5,30.4,41.4,24.7,40.91576167,59.01085999,0.073378339,1.099246231,3.454773869,6.320665829,6.347000034,23.87755102,8.675663651,49.22711058,73,100,328.6470899,1.755232558,21.4,28.6,632.5284314,198.2176471,56.97719797,16.89245693,1.951273903,13.38016391,7.303339466,7.470591515,0.583802144,32.57428694,0.611300608,3.995407262,1.288883381,28.08149058,Ken,Outer,544599.2711,178557.3281
Greenwich - Greenwich West,00ALGY,E05000222,18450,3450,13550,1450,18.80082403,73.33839315,7.860782826,33.1,32,2.8,6053.6,33.3,34.8,9.7,56.73076923,79.43033888,82.71363341,10,25.90163934,117.8735632,1.115119711,4,8485,68.57119767,8000,0.617760618,46.38297872,450000,613,41553,7359,2,4.9,21.3,71.7,32,35.7,28.8,37.08618721,48.4446347,14.46917808,0.943966168,2.341036097,3.360519559,3.672133922,20.39473684,5.980253879,46.17784711,230,100,351.5734043,1.441476015,12.8,49.9,643.875,205.2566667,96.80807609,21.76576997,3.092723347,40.61387641,6.010386882,11.43724106,0.574712644,49.04117019,0.570662906,4.597634696,4.181628634,35.93527376,Ken,Outer,538424.3743,177252.3411
Greenwich - Kidbrooke with Hornfair,00ALGZ,E05000223,14650,2900,9950,1850,19.72705561,67.73797339,12.534971,36.7,35,2.4,5854.2,33.6,27.3,7.6,64.92753623,79.72456538,82.96713494,11.65644172,24.30555556,106.5921487,0.374213302,1,6525,67.33051285,1600,0.162436548,29.60893855,262500,195,30278,5968,4,31,29.4,35.7,50.1,32.1,15.9,17.38984755,78.68989781,3.920254649,1.514386673,3.129732458,5.704189803,4.363260445,24.55882353,6.287579454,48.46846847,198,100,360.0902985,1.600838926,23.7,30.8,656.7777778,202.6393939,59.24987686,16.67722187,1.055520372,20.26599113,7.036802477,1.970304694,0.336677665,28.2163703,0.879402165,2.554345294,2.756554307,29.24462114,Ken,Outer,541727.4744,176647.4223
Greenwich - Middle Park and Sutcliffe,00ALHA,E05000224,13900,2900,8850,2200,20.78809233,63.50039548,15.71151219,37.9,37,3.3,4045.5,24,22.3,5.6,67.5862069,79.24393518,83.71046279,10.81081081,24.06947891,113.58255,0.522247754,2,5652,65.56083981,2100,0.24137931,20.38216561,292505,173,30643,5693,8.5,23,27,41.5,50.4,37.3,10.9,11.44112478,79.92970123,8.629173989,1.767791971,4.162864964,6.158759124,5.907679132,27.82608696,7.305194805,51.49384886,147,100,353.0532258,1.834136546,25.5,29.6,679.8518519,199.8018519,70.53757054,20.27027027,1.782001782,23.61152361,8.464508465,4.00950401,0.645763077,36.97768899,0.901334776,2.26976918,2.783983502,34.25788955,Boris,Outer,541020.5584,174456.1533
Greenwich - Peninsula,00ALHB,E05000225,24500,4650,18350,1500,18.96403935,74.82754398,6.20841667,32.9,31,4.5,4155.6,30.6,33,10.4,46.61016949,78.04672102,84.52077955,7.936507937,19.40298507,136.761488,1.345590195,2,7798,74.21718854,11400,0.786206897,42.78846154,380000,245,40187,6436,1.7,5.8,40.1,52.3,36.8,30.6,30,24.63200752,71.76636392,3.601628562,0.760757105,1.886677622,3.10388899,2.829306592,15.13157895,4.557899823,51.29411765,277,100,357.3294118,1.445023328,15,49.5,729.8765957,208.3659574,108.533291,18.85693098,1.747973939,64.62206685,7.89236718,3.972668044,0.205142232,33.66585389,0.615719117,4.52817859,4.27037271,35.16972732,Ken,Outer,539753.0984,178872.3605
Greenwich - Plumstead,00ALHC,E05000226,17050,3950,11550,1600,23.08774398,67.62792333,9.284332689,34,33,2.4,6854.2,55.4,41.7,14.6,81.03896104,78.37599169,83.10380988,13.23943662,27.31958763,118.258427,0.98928277,2,7282,63.94450299,1900,0.165938865,84.06593407,249000,141,25672,6047,5.4,15.1,51.9,27.7,47.4,27.3,23.3,28.92657228,71.04050049,0.032927231,0.998090609,2.733900365,5.207429266,7.205400481,22.1978022,8.058483509,47.36070381,170,100,346.60553,1.519804305,21.6,25.2,661.0763158,203.295614,66.45301729,22.55411779,1.269802878,14.6329665,7.437416858,9.614221792,1.123595506,40.9500246,0.748724923,3.56389176,0.910078783,31.12649325,Ken,Outer,545827.0695,178164.3792
Greenwich - Shooters Hill,00ALHD,E05000227,13750,2750,9050,1900,20.16604763,66.0112155,13.82273687,38,38,3.8,3486.8,33.5,23.8,5.2,69.25925926,80.28089737,85.01111714,11.79883946,23.01587302,86.21444201,0.128838308,1,6242,69.52550679,2000,0.222222222,17.97752809,270000,185,36161,5487,5.5,27.4,42.9,24.2,64.3,19.5,14.4,18.13833701,79.32303164,2.538631347,0.99623644,2.324551694,4.538410449,3.402626318,15.3030303,5.09207065,41.06382979,320,88.88888889,363.4839161,1.045077106,19.4,31.3,733.740404,208.4212121,45.59430071,16.19797525,0.674915636,11.54855643,5.324334458,2.249718785,0.07293946,57.15178727,0.995490417,2.435871306,2.220137586,37.38250181,Ken,Outer,544224.1763,176759.7264
Greenwich - Thamesmead Moorings,00ALHE,E05000228,22200,6450,14600,1150,29.09917207,65.76673866,5.134089273,29.8,30,4.8,4218.8,57.6,41.8,12.1,92.23300971,76.42423286,77.79401296,16.17995264,28.42242503,97.3120266,0.351493849,1,8273,62.93169025,5800,0.418772563,48.05194805,190000,114,27478,7034,5.6,14.6,34,45.8,32.7,38,25.3,33.00381302,66.75610789,0.240079085,0.843051848,3.161444429,4.742166643,6.042119165,21.17647059,11.03924105,49.91197183,180,100,350.450463,1.205778894,18.7,32.4,658.2776978,199.0482014,69.46885374,21.52899824,0.829916032,22.26127709,8.05506737,2.929115407,1.477923517,55.35532401,0.728187437,2.642959917,1.042540443,25.74267069,Ken,Outer,545947.8063,180180.2012
Greenwich - Woolwich Common,00ALHF,E05000229,19550,5250,13100,1200,26.74543502,67.04516393,6.209401054,30.7,30,2.6,6903.8,57.6,41.8,13.6,85.77777778,76.65156186,81.65082574,14.48763251,23.52941176,184.6964205,0.993548387,3,7113,60.46412785,7900,0.634538153,66.99507389,265000,164,23578,6696,3.3,7.6,27,62.2,21.9,50,24.7,57.06138376,42.60843464,0.3301816,1.290373035,3.128177055,5.982638617,8.816136117,22.98245614,10.17615602,49.77973568,22,100,350.4464912,1.339243667,21.8,26.7,638.8033058,200.6479339,90.07616735,32.17794459,2.04216801,31.73639475,8.996577989,7.671928469,0.566379701,39.35420986,0.562912866,3.999408673,2.514587385,27.10238679,Ken,Outer,543220.1806,177783.9288
Greenwich - Woolwich Riverside,00ALHG,E05000230,23050,5550,16050,1450,24.04777416,69.68078176,6.271444083,31.3,31,3.2,6359.4,49,39.4,13.3,79.45945946,75.89517354,80.28348066,16.35687732,26.58662093,146.8483482,1.124514414,2,8681,64.72561885,11500,0.779661017,54.77178423,265000,241,26231,8361,1.4,4.8,16,77.7,19,50,25.2,56.34110787,43.45238095,0.206511176,1.039433509,3.183265121,5.521990515,7.248458758,26.33928571,9.786345776,52.59042033,33,100,335.3895288,1.684883261,19.9,35.2,661.277907,205.1046512,101.2989531,31.69833269,2.08414114,37.95075611,9.548274525,7.851880574,0.39211842,34.94588429,0.523330059,4.496121271,1.595623433,28.84182909,Ken,Outer,542593.7439,178930.3063
Hackney - Brownswood,00AMGA,E05000231,13300,1850,10700,750,13.79881123,80.49808141,5.703107366,33.4,31,0.8,15187.5,38.2,42.7,18.6,45.12820513,76.89875298,85.22435488,16.796875,30.73593074,133.477829,0.871389382,4,6334,71.97727273,1200,0.12244898,53.60824742,442500,232,36360,5203,1.3,4,7.4,87.2,26.1,32,38.5,25.9551495,67.17192691,6.872923588,0.925474915,2.045786654,5.260594252,4.804088334,27.56097561,5.284719377,54.72222222,71,100,327.74,1.123451327,14.1,51.7,643.7991379,210.1517241,73.32521315,19.00121803,3.978887536,28.82663419,5.196914332,4.141291108,0.270929287,25.64118866,0.415198689,6.132485111,10.84205593,35.44554455,Ken,Inner,532112.461,186974.836
Hackney - Cazenove,00AMGB,E05000232,13800,4050,8850,850,29.27767695,64.42105263,6.301270417,29.6,29,0.7,19214.3,43.3,36.4,16.4,97.74647887,83.55261166,86.71851077,11.66253102,20.6405694,62.53130142,0.382348256,4,5744,64.80144404,1800,0.202247191,39.59731544,365000,80,33034,4860,2,4.7,15.8,77.7,25.7,33.8,37.2,34.020176,53.9171496,12.06267439,1.126252956,2.646694448,4.673949769,5.878065118,14.94382022,7.160909857,49.17257683,110,100,346.3829268,0.806157635,23.5,35.6,678.887619,206.2447619,46.83377309,13.92553503,2.272060979,14.80504251,3.664614483,3.004983876,0,12.82196651,0.435551811,4.749908673,12.40123669,33.94957983,Ken,Inner,534085.8333,187008.5333
Hackney - Chatham,00AMGC,E05000233,13950,2950,10050,950,21.12858066,71.97214445,6.899274894,32.5,31,0.9,15055.6,54.4,41.3,14.4,64.93506494,78.00354275,82.73172504,16.33752244,25.99531616,165.174704,0.750153092,7,5930,63.00467488,6600,0.673469388,47.09302326,420000,80,25951,5732,1.6,2.8,14.2,81.5,20.3,51,24.6,50.40300913,48.75514956,0.841841304,1.260843252,4.034698406,7.312890861,9.318538848,33.52941176,9.653818701,55.10752688,13,100,335.3496063,1.023553934,21.1,37.6,638.0622222,206.7077778,112.2873622,34.24107469,4.015477842,43.87822151,8.249981748,7.081842739,0.57753393,20.44513833,0.357958601,5.754982027,14.80987325,31.75694254,Ken,Inner,535439.1296,185077.8861
Hackney - Clissold,00AMGD,E05000234,12650,2450,9300,950,19.26083866,73.37913607,7.36002527,34,33,0.7,17642.9,34.7,32,10.6,49.27536232,79.02248722,82.56978982,7.862407862,18.91891892,107.6349489,0.732912903,5,6683,73.29458215,1600,0.172972973,26.74418605,490000,148,44878,5316,1.4,2.8,23.4,72.4,37,34,25.7,25.68968891,67.11015457,7.200156525,0.865145453,2.000648859,5.893803396,4.591403823,18.54545455,5.527540729,45.77006508,160,100,360.3245455,0.689257951,14.3,53.5,733.2723077,218.7538462,71.28618133,15.86795311,3.109799856,31.49669085,5.342476677,4.146399809,0.48630248,12.29692355,0.47265322,3.634102735,18.93569845,38.37554832,Ken,Inner,532937.9229,185933.2203
Hackney - Dalston,00AMGE,E05000235,15950,2650,12300,1000,16.58610082,77.10465189,6.309247285,33.4,31,0.9,17000,44.5,40.8,14,48.8172043,78.92792465,82.07377235,13.12910284,25.13368984,138.4205856,1.338986833,3,8021,70.39670002,5100,0.426778243,47.12041885,485000,280,32627,6608,1.8,4,14.9,79.2,23.1,38.9,34,34.787419,62.49407302,2.718507982,0.991407799,2.478519498,5.82452082,8.259082141,32.54237288,6.419023935,50,21,100,333.5093023,1.302618454,15.9,48.6,657.448,207.276,164.9690562,31.97524497,4.706034038,91.2841671,7.735946364,8.63847344,0.380276334,17.09319379,0.358253031,5.960534788,18.31506343,31.55760784,Ken,Inner,533834.7646,185049.5978
Hackney - De Beauvoir,00AMGF,E05000236,15200,2400,11700,1050,15.81025067,77.13007435,7.059674979,33.6,31,0.9,16000,39.9,37.8,11.7,51.49425287,76.62095183,80.6064233,13.67292225,29.08496732,97.99675149,0.507049221,7,7456,71.07044133,4200,0.375,45.94594595,482500,311,36418,6138,1,5.8,11.2,81.9,23.9,39.9,29.8,35.14713135,52.29327634,12.55959231,0.960363192,2.444560852,4.583551598,6.209582764,30.75471698,6.445215667,54.95495495,68,100,341.2680851,1.407843137,15.6,49.8,690.0507937,206.7460317,170.9325465,26.7618198,5.832704316,94.28394977,7.89130584,12.69470939,0.609095831,14.21786584,0.418277971,4.881049237,14.13446268,32.9546873,Ken,Inner,533177.1493,184046.634
Hackney - Hackney Central,00AMGG,E05000237,13200,2300,9850,1000,17.51138088,74.74962064,7.738998483,34,32,0.8,16000,52.7,40.5,12.8,53.15789474,77.29803498,82.50327591,16.54135338,26.5060241,149.7963021,1.088871097,6,6240,66.56710049,6900,0.711340206,38.50574713,400000,101,28419,5618,1.6,3.7,11.7,83,19.7,50.7,27,41.16885519,56.92620677,1.904938043,1.277204455,2.860937979,6.437110453,7.24524862,30.94339623,7.585703866,52.13114754,23,100,323.7657895,1.24623813,18.4,42,630.96375,205,108.0166179,29.77381136,3.539006001,48.8536698,6.693337437,5.923988306,0.313381385,14.08763983,0.340627279,6.736875009,16.90675954,38.19425445,Ken,Inner,534583.191,185033.9363
Hackney - Hackney Downs,00AMGH,E05000238,13400,2600,9800,1000,19.47431302,72.99880526,7.52688172,33.6,32,1,13100,51.7,39.5,15.5,65.91549296,77.60841461,83.17954126,12.41830065,25.38860104,95.81676241,0.649159044,1,6214,65.09532789,1400,0.144329897,38.55421687,425000,137,28865,5641,2.1,3.4,14.8,79.6,24.4,43.1,29.3,33.94236203,63.34526276,2.712375212,1.438996814,3.134957344,6.578271148,7.850949503,28.81355932,7.485745816,52.76816609,20,100,326.1922414,1.112445551,19.3,42.2,673.9404494,207.9157303,75.87402049,18.76130199,5.274261603,28.33031947,5.424954792,6.329113924,0.294594196,33.83463049,0.424130955,5.494949439,17.68545049,35.59298822,Ken,Inner,534436.6299,186088.6511
Hackney - Haggerston,00AMGJ,E05000239,15250,2200,12150,900,14.53770492,79.67868852,5.783606557,32.7,31,1.2,12166.7,45.6,45.9,17.4,34.83146067,78.04472203,82.15348618,14.64088398,28.84615385,179.9180612,3.555766268,12,7346,67.42542451,34000,2.905982906,87.43455497,460000,164,29025,6377,0.9,1.3,4.5,93.3,16.1,44.1,36.2,49.35979513,48.28745198,2.352752881,1.00620493,2.305886299,5.282575885,6.331120116,32.83018868,7.544757033,54.86577181,10,100,331.646729,1.235036496,16.1,45.8,621.8732824,207.7435115,172.5047336,29.55098729,5.680281309,94.53611036,8.655666757,14.60643765,0.555516978,19.09750734,0.322410486,5.707508965,11.87584345,28.09178118,Ken,Inner,533591.4628,183025.4501
Hackney - Hoxton,00AMGK,E05000240,16300,2450,12850,1000,15.01961746,78.76410005,6.216282491,32.5,30,0.8,19750,46.5,44.8,16.6,40,78.1210537,82.90246069,15.10791367,27.11864407,100.887574,0.975411502,4,7412,62.70197107,10100,0.808,65.59633028,479686.5,193,28150,6868,0.5,0.7,2.8,95.8,16.6,54.3,24.6,50.44701744,44.42327422,5.129708339,1.25895035,2.793296089,5.468565583,6.493237045,34.65517241,7.8865751,51.15332429,8,100,341.4890909,1.249831876,17.7,41.7,611.4242991,197.1065421,125,24.13706853,4.252126063,65.34517259,7.44122061,9.629814907,0.473372781,27.61195927,0.307487816,5.828051271,10.43223052,27.13648324,Ken,Inner,532721.9911,183092.8656
Hackney - King's Park,00AMGL,E05000241,11650,2800,7750,1100,24.05247813,66.44657863,9.500943234,33.1,31,1.8,6305.6,62,43.3,13.4,77.24137931,78.81598149,85.42010461,14.25925926,28.24601367,109.7528331,0.605073307,0,4166,57.55733628,,,41.89189189,395000,92,24816,4290,3.9,5.6,26.5,63.9,24.4,57.9,15.8,45.76310861,54.19007491,0.046816479,1.630363897,4.108517021,7.108386592,8.428718424,33.93939394,11.67693036,53.62537764,42,100,335.192053,1.035324675,24.6,30.6,643.8761364,208.3613636,64.08463018,21.59468439,2.710264032,19.40898759,5.158244448,3.671970624,0.446149728,66.91787974,0.464708669,2.853333482,13.41348421,36.04782679,Ken,Inner,536442.5816,185933.4453
